Pesticide name,CAS #,Pesticide type,Mode of Action-short version,Mode of Action-Classification-site target,Survey inclusion (name),"Screened in a survey (N=0, Y=1)",Number of surveys screening (N),LD50 Oral Geometric mean (ug/bee),Oral LD50 Source,LD50 Contact Geometric mean (ug/bee),Contact LD50 Source,LOAEL Lowest sublethal significant dose of the publication per effect and exposure type (all Unit Measures),LOAEL Unit measure,"LOAEL Lowest sublethal significant dose per publication per effect and exposure type (μg bee-1, or ug bee-1 per day)",LOAEL Category (μg bee-1),SubTR (LOAEL/LD50),SubTR Category,Exposure type (oral vs contact),Exposure type (acute vs chronic),Exposure duration (h),Time (after exposure) of significant effect (h),Main feed type category,Subcategory of feed type,Feed type concentration provided (%),Bee type,Genus,Species,Species details,Sublethal effect main category,Sublethal effect sub-category,Sublethal effect-details,Original reference,Reference year,Review reference
Simazine,122-34-9,Herbicide,HRAC C1,HRAC C1,"APHIS, Calatayud-Vernich et al., 2018, Pacific North West, ",1,3,,,97,PPDB,400,ppm,,,,,Oral,Chronic,96,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Induction of elevated apoptotic cell death,"Gregorc, A., and J. D. Ellis. ""Cell Death Localization in Situ in Laboratory Reared Honey Bee (Apis Mellifera L.) Larvae Treated with Pesticides."" Pesticide Biochemistry and Physiology 99, no. 2 (Feb 2011): 200-07.",2011, 
Spinetoram,935545-74-7,Insecticide,IRAC 5,IRAC 5,"APHIS, ",1,1,0.14,PPDB,0.024,PPDB| OpenFoodTox,2.5,ppm,,,,,Oral,Chronic,1848,,Carbohydrates,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,Reduction in drone number per nest,"Besard, L., V. Mommaerts, G. Abdu-Alla, and G. Smagghe. ""Lethal and Sublethal Side-Effect Assessment Supports a More Benign Profile of Spinetoram Compared with Spinosad in the Bumblebee Bombus Terrestris."" Pest Management Science 67, no. 5 (2011): 541-47.",2011, 
Spinosad,168316-95-8,Insecticide,IRAC 5,IRAC 5,"APHIS, Pacific North West, ",1,2,0.057,PPDB,0.0036,PPDB,2.5,ppm,0.002033099,<0.01,0.035668401,<0.1,Oral,Chronic,24,,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Reduction of AChE activity in bee thorax (highest inhibition) and head; high reduction in the specific activity of the head ATPase,"Rabea, E. I., H. M. Nasr, and M. E. I. Badawy. 2010. ""Toxic Effect and Biochemical Study of Chlorfluazuron, Oxymatrine, and Spinosad on Honey Bees (Apis mellifera).""  Archives of Environmental Contamination and Toxicology 58 (3):722-732. doi: 10.1007/s00244-009-9403-y.",2010, 
Spinosad,168316-95-8,Insecticide,IRAC 5,IRAC 5,"APHIS, Pacific North West, ",1,2,0.057,PPDB,0.0036,PPDB,0.00229,μg/bee,0.00229,<0.01,,,Oral,Chronic,480,,,,,,Melipona,Melipona quadrifasciata,Melipona quadrifasciata,Physiological,Body development,"Deformed individuals, effect on walking activity","Barbosa, W. F., H. V. V. Tome, R. C. Bernardes, M. A. L. Siqueira, G. Smagghe, and R. N. C. Guedes. ""Biopesticide-Induced Behavioral and Morphological Alterations in the Stingless Bee Melipona Quadrifasciata."" Environmental Toxicology and Chemistry 34, no. 9 (Sep 2015): 2149-58.",2015, 
Spinosad,168316-95-8,Insecticide,IRAC 5,IRAC 5,"APHIS, Pacific North West, ",1,2,0.057,PPDB,0.0036,PPDB,0.00403,μg/bee,0.00403,<0.01,0.070701754,<0.1,Oral,Acute,3,,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,"Reduction of the walking distance and velocity, increase of the resting time","Lopes, M. P., K. M. Fernandes, H. V. V. Tome, W. G. Goncalves, F. R. Miranda, J. E. Serrao, and G. F. Martins. ""Spinosad-Mediated Effects on the Walking Ability, Midgut, and Malpighian Tubules of Africanized Honey Bee Workers."" Pest Manag Sci 74, no. 6 (Jun 2018): 1311-18.",2018, 
Spinosad,168316-95-8,Insecticide,IRAC 5,IRAC 5,"APHIS, Pacific North West, ",1,2,0.057,PPDB,0.0036,PPDB,,,,,,,Oral,Chronic,168,,,,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,"Decrease of foraging bee workers, nectar collecting workers, workers gathering pollen and area of worker brood /colony","Abdel Razik, Maram. ""Toxicity and Side Effects of Some Insecticides Applied in Cotton Fields on Apis Mellifera."" Environ Sci Pollut Res Int 26, no. 5 (Feb 2019): 4987-96.",2019, 
Spinosad,168316-95-8,Insecticide,IRAC 5,IRAC 5,"APHIS, Pacific North West, ",1,2,0.057,PPDB,0.0036,PPDB,0.8,ppm,,,,,Oral,Chronic,504,,Proteins,Pollen,,Adults,Bombus,Bombus impatiens,Bombus impatiens,Behavioural,Activity,Adult worker bees exposed to spinosad during larval development were slower foragers on artificial complex flower arrays,"Morandin, L. A., M. L. Winston, M. T. Franklin, and V. A. Abbott. ""Lethal and Sub-Lethal Effects of Spinosad on Bumble Bees (Bombus Impatiens Cresson)."" Pest Management Science 61, no. 7 (Jul 2005): 619-26.",2005, 
Spinosyn A,131929-60-7,Insecticide,IRAC 5,IRAC 5,"APHIS, Calatayud-Vernich et al., 2018, ",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinosyn D,131929-63-0,Insecticide,IRAC 5,IRAC 5,"APHIS, Calatayud-Vernich et al., 2018, ",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirodiclofen,148477-71-8,Insecticide,IRAC 23,IRAC 23,"APHIS, Pacific North West, ",1,2,196,PPDB|OpenFoodTox,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Spiromesifen,283594-90-1,Insecticide,IRAC 23,IRAC 23,"APHIS, Pacific North West, ",1,2,792.4,PPDB,200,PPDB| OpenFoodTox| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Spirotetramat,203313-25-1,Insecticide,IRAC 23,IRAC 23,"APHIS, ",1,1,107.3,PPDB|OpenFoodTox,100,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Spiroxamine,118134-30-8,Fungicide,FRAC G,FRAC 5 (G2),"Poshbee H2020, Tosi et al., 2018",1,2,100,PPDB,4.2,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Sulfoxaflor,946578-00-3,Insecticide,IRAC 4,IRAC 4C,"APHIS, Poshbee H2020, ",1,2,0.146,PPDB|OpenFoodTox,0.379,PPDB,5,ppb,,,,,Oral,Chronic,336,,Carbohydrates,Sugar solution,, ,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,Fewer workers production and fewer reproductive offspring production,"Siviter, H., M. J. F. Brown, and E. Leadbeater. ""Sulfoxaflor Exposure Reduces Bumblebee Reproductive Success."" Nature 561, no. 7721 (2018): 109-12.",2018, 
Tau-fluvalinate,102851-06-9,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,6,12.6,PPDB|OpenFoodTox,12,PPDB|OpenFoodTox,0.033,μg/bee,0.033,<0.1,0.00275,<0.01,Contact,,,,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Decrease of the distance covered by individuals,"Charreton, M., A. Decourtye, M. Henry, G. Rodet, J. C. Sandoz, P. Charnet, and C. Collet. ""A Locomotor Deficit Induced by Sublethal Doses of Pyrethroid and Neonicotinoid Insecticides in the Honeybee Apis Mellifera."" PLoS One 10, no. 12 (Dec 2015): e0144879.",2015, 
Tau-fluvalinate,102851-06-9,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,6,,,,,0.3,μg/bee,0.3,<1,,,Contact,Acute,,,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Reduction in distance moved,"Teeters, B. S., R. M. Johnson, M. D. Ellis, and B. D. Siegfried. ""Using Video-Tracking to Assess Sublethal Effects of Pesticides on Honey Bees (Apis Mellifera L.)."" Environ Toxicol Chem 31, no. 6 (Jun 2012): 1349-54.",2012, 
Tau-fluvalinate,102851-06-9,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,6,,,,,1,ppm,,,,,Oral,Chronic,168,,Carbohydrates,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Increase of larval weight,"Dai, Pingli, Cameron J. Jack, Ashley N. Mortensen, Tomas A. Bustamante, and James D. Ellis. 2018. “Chronic Toxicity of Amitraz, Coumaphos and Fluvalinate to Apis Mellifera L. Larvae Reared in Vitro.” Scientific Reports 8 (1): 5635.",2018, 
Tau-fluvalinate,102851-06-9,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,6,12.6,PPDB|OpenFoodTox,12,PPDB|OpenFoodTox,0.125,μg,,,,,Oral,,,,,,,,,,,Cognitive,Learning and memory,add details,"Frost EH, Shutler D, Hillier NK. Effects of fluvalinate on honey bee learning, memory, responsiveness to sucrose, and survival. J Exp Biol 2013; 216: 2931–8.",2013,"Tihelka, E. ""Effects of Synthetic and Organic Varroacides on Honey Bee Health: A Review."" Slovenian Veterinary Research 55, no. 3 (2018): 119-40."
Tau-fluvalinate,102851-06-9,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,6,12.6,PPDB|OpenFoodTox,12,PPDB|OpenFoodTox,100,ppm,,,,,Oral,,,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Alters the expression of some genes related to detoxification, Behaviouralmaturation, immunity","Schmehl DR, Teal PE, Frazier JL, Grozinger CM. Genomic analysis of the interaction between pesticide exposure and nutrition in honey bees (Apis mellifera). J Insect Physiol 2014; 71: 177–90.",2014,"Tihelka, E. ""Effects of Synthetic and Organic Varroacides on Honey Bee Health: A Review."" Slovenian Veterinary Research 55, no. 3 (2018): 119-40."
Tau-fluvalinate,102851-06-9,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,6,12.6,PPDB|OpenFoodTox,12,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Tebuconazole,107534-96-3,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Calatayud-Vernich et al., 2018, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,6,83.05,PPDB,200,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Tebufenozide,112410-23-8,Insecticide,IRAC 18,IRAC 18,"Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,3,100,PPDB,234,PPDB| OpenFoodTox,16,μg/bee,16,≥1,0.16,<1,Oral,,,,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory, ,"Abramson, C. I., J. Squire, A. Sheridan, and P. G. Mulder. ""The Effect of Insecticides Considered Harmless to Honey Bees (Apis Mellifera): Proboscis Conditioning Studies by Using the Insect Growth Regulators Tebufenozide and Diflubenzuron."" Environmental Entomology 33, no. 2 (Apr 2004): 378-88.",2004, 
Tebufenpyrad,119168-77-3,Insecticide,IRAC 21,IRAC 21A,"Porrini et al., 2016, Tosi et al., 2018",1,2,60.3,PPDB,6.7,PPDB,,,,,,,Oral,Chronic,,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010,
Tebufenpyrad,119168-77-3,Insecticide,IRAC 21,IRAC 21A,"Porrini et al., 2016, Tosi et al., 2018",1,2,60.3,PPDB,6.7,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Tebuthiuron,34014-18-1,Herbicide,HRAC C2,HRAC C2,"APHIS, Pacific North West, ",1,2,,,30,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Teflubenzuron,83121-18-0,Insecticide,IRAC 15,IRAC 15,"Porrini et al., 2016, ",1,1,72,PPDB,100,PPDB,150,ppm,,,,,Contact,Acute,,,,,,,Osmia,Osmia rufa,Osmia rufa,Behavioural,Activity,"Red mason bees showed increasing damage, difficult movements, involuntary mandible trembling, ligula evaginated, hairless body, repeated attempts to clean legs, antennae and the whole body.","Ferrazzi, P., and E. Elia. ""Teflubenzuron Effects on the Red Mason Bee: A Preliminary Test Set up in Microcosm."" Bulletin of Insectology 56, no. 1 (2003): 166-68.",2003, 
Tefluthrin,79538-32-2,Insecticide,IRAC 3,IRAC 3A,"APHIS, Pacific North West, ",1,2,1.88,PPDB,0.28,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Tepraloxydim,149979-41-9,Herbicide,HRAC A,HRAC A,"Porrini et al., 2016, ",1,1,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,,,
Terbumeton,33693-04-8,Herbicide,HRAC C1,HRAC C1,"Calatayud-Vernich et al., 2018, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terbumeton-desethyl,30125-64-5,Herbicide,HRAC C1,HRAC C1,"Calatayud-Vernich et al., 2018, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terbuthylazine,5915-41-3,Herbicide,HRAC C1,HRAC C1,"Calatayud-Vernich et al., 2018, ",1,1,22.6,PPDB,32,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Terbuthylazine-2-hydroxy,66753-07-9,Herbicide,HRAC C1,HRAC C1,"Calatayud-Vernich et al., 2018, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terbuthylazine-desethyl,6190-65-4,Herbicide,HRAC C1,HRAC C1,"Calatayud-Vernich et al., 2018, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terbutryn,886-50-0,Herbicide,HRAC C1,HRAC C1,"Calatayud-Vernich et al., 2018, ",1,1,,,225,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Tetrachlorvinphos (Dietreen T),22248-79-9,Insecticide,IRAC 1,IRAC 1B,"APHIS, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetraconazole,112281-77-3,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Pacific North West, Poshbee H2020, ",1,3,130,PPDB,63,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Tetradifon,116-29-0,Insecticide,IRAC 12,IRAC 12D,"APHIS, Pacific North West, ",1,2,,,11,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Tetramethrin,7696-12-0,Insecticide,IRAC 3,IRAC 3A,"APHIS, Pacific North West, Poshbee H2020, ",1,3,,,,,0.07,μg/bee,0.07,<0.1,,,Contact,,,,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Decrease of the distance covered by individuals,"Charreton, M., A. Decourtye, M. Henry, G. Rodet, J. C. Sandoz, P. Charnet, and C. Collet. ""A Locomotor Deficit Induced by Sublethal Doses of Pyrethroid and Neonicotinoid Insecticides in the Honeybee Apis Mellifera."" PLoS One 10, no. 12 (Dec 2015): e0144879.",2015, 
Tetramethrin,7696-12-0,Insecticide,IRAC 3,IRAC 3A,"APHIS, Pacific North West, Poshbee H2020, ",1,3,,,,,,,,,,,,Acute,,,,,, ,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical," Accelerated cumulative inactivation of the sodium current peak in a similar manner, unexpected decrease in the tail current in sodium channels","Kadala, A., M. Charreton, I. Jakob, T. Cens, M. Rousset, M. Chahine, Y. L. Conte, P. Charnet, and C. Collet. 2014. ""Pyrethroids differentially alter voltage-gated sodium channels from the honeybee central olfactory neurons.""  PLoS ONE 9 (11). doi: 10.1371/journal.pone.0112194.",2014, 
Thiabendazole,148-79-8,Fungicide,FRAC B,FRAC 1 (B1),"APHIS, Calatayud-Vernich et al., 2018, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,5,4,PPDB,34,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Thiacloprid,111988-49-9,Insecticide,IRAC 4,IRAC 4A,"APHIS, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,5,17.32,PPDB,38.82,PPDB,0.069,μg/bee,0.069,<0.1,0.003983834,<0.01,Oral,Acute,,,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,Lower level of acquisition (lower learning ability); more bees showed no response to the three odors tested; lower PER for extinction trial 1; negative effect on memory retrieval (lower retiention scores),"Tison, L., S. Holtz, A. Adeoye, O. Kalkan, N. S. Irmisch, N. Lehmann, and R. Menzel. ""Effects of Sublethal Doses of Thiacloprid and Its Formulation Calypso (R) on the Learning and Memory Performance of Honey Bees."" Journal of Experimental Biology 220, no. 20 (Oct 2017): 3695-705.",2017, 
Thiacloprid,111988-49-9,Insecticide,IRAC 4,IRAC 4A,"APHIS, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,5,17.32,PPDB,38.82,PPDB,0.12,μg/bee,0.12,<1,0.006928406,<0.01,Oral,Chronic,,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Activation of the detoxification system to resistant toxicity of thicaloprid, hinder of the brain activity implicated in learning and behavior development","Shi, T., S. Burton, Y. Wang, S. Xu, W. Zhang, and L. Yu. ""Metabolomic Analysis of Honey Bee, Apis Mellifera L. Response to Thiacloprid."" Pestic Biochem Physiol 152 (Nov 2018): 17-23.",2018, 
Thiacloprid,111988-49-9,Insecticide,IRAC 4,IRAC 4A,"APHIS, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,5,17.32,PPDB,38.82,PPDB,0.17,μg/bee,0.17,<1,0.009815242,<0.01,Oral,Acute,,3.5,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Cognitive,Communication,Decrease of the antennal contacts,"Forfert, N., and R. F. A. Moritz. ""Thiacloprid Alters Social Interactions among Honey Bee Workers (Apis Mellifera)."" Journal of Apicultural Research 56, no. 4 (2017): 467-74.",2017, 
Thiacloprid,111988-49-9,Insecticide,IRAC 4,IRAC 4A,"APHIS, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,5,17.32,PPDB,38.82,PPDB,2,ppm,,,,,Oral,Chronic,24,24,Carbohydrates,Sugar solution,60,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Immunity,Significantly lower total hemocyte count ; reduction of the antimicrobial activity,"Brandt, A., A. Gorenflo, R. Siede, M. Meixner, and R. Buchler. ""The Neonicotinoids Thiacloprid, Imidacloprid, and Clothianidin Affect the Immunocompetence of Honey Bees (Apis Mellifera L.)."" J Insect Physiol 86 (Mar 2016): 40-7.",2016, 
Thiacloprid,111988-49-9,Insecticide,IRAC 4,IRAC 4A,"APHIS, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,5,17.32,PPDB,38.82,PPDB,0.02,mM,,,,,Oral,Chronic,312,,Carbohydrates,Sugar solution,, ,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,"Decrease of foraging span of honey bees foraging at the treated field, decrease of sugar consumption, decrease of the number of foraging trips per dat and decrease of waggle dances (impairment of social communication)","Tison, Léa. 2017. “Neonicotinoid Insecticides Impair Foraging Behavior, Navigation, Learning, and Memory in Honey Bees (Apis Mellifera).” PhD Thesis.",2017, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.0000003,μg/larva,0.0000003,<0.0001,,,Oral,Acute,,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Increase of Acetylcholiesterase activity at all developmental stages, increase of glutathion S transferase and carboxylesterase para activities at pupal stage","Tavares, D. A., C. Dussaubat, A. Kretzschmar, S. M. Carvalho, E. C. M. Silva-Zacarin, O. Malaspina, G. Bérail, J. L. Brunet, and L. P. Belzunces. ""Exposure of Larvae to Thiamethoxam Affects the Survival and Physiology of the Honey Bee at Post-Embryonic Stages."" Environmental Pollution 229 (2017): 386-93.",2017, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.00000069,µg/bee,0.00000069,<0.0001,0.000122843,<0.001,Oral,Acute,,,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,"Slower rate of learning (thant the control group), during massed conditioning ; consistent reduction of performance during short term test","Wright, Geraldine A., Samantha Softley, and Helen Earnshaw. 2015. “Low Doses of Neonicotinoid Pesticides in Food Rewards Impair Short-Term Olfactory Memory in Foraging-Age Honeybees.” Scientific Reports 5: 15322.",2015, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.000048,μg/bee,0.000048,<0.0001,0.008545578,<0.01,Oral,Acute,,,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,Lower learning acquisition and short-term retention ability.,"Ma, C., Y. Zhang, J. Sun, M. Imran, H. Yang, J. Wu, Y. Zou, H. Li-Byarlay, and S. Luo. 2019. ""Impact of acute oral exposure to thiamethoxam on the homing, flight, learning acquisition and short-term retention of Apis cerana.""  Pest Management Science. doi: 10.1002/ps.5411.",2019, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.00005,μg/bee,0.00005,<0.0001,0.008901644,<0.01,Oral,Chronic,,120,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Immunity,"Higher incidence of hemocytes, increase of total number of hemocyte, increased amount of pericardial cells in stage 3 and 4","Domingues, C. E. C., F. C. Abdalla, P. J. Balsamo, B. V. R. Pereira, M. A. Hausen, M. J. Costa, and E. C. M. Silva-Zacarin. ""Thiamethoxam and Picoxystrobin Reduce the Survival and Overload the Hepato-Nephrocitic System of the Africanized Honeybee."" Chemosphere 186 (Nov 2017): 994-1005.",2017, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.0001,μg/bee,0.0001,<0.001,0.005868155,<0.01,Contact,Chronic,,288,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,Decrease of olfactory memory 24h after learning,"Aliouane, Y., A. K. El Hassani, V. Gary, C. Armengaud, M. Lambin, and M. Gauthier. ""Subchronic Exposure of Honeybees to Sublethal Doses of Pesticides: Effects on Behavior."" Environ Toxicol Chem 28, no. 1 (Jan 2009): 113-22.",2009, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.000137,μg/bee,0.000137,<0.001,0.024390504,<0.1,Oral,Acute,,24,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,More time spent grooming; impairment of the righting reflex (more time spent upside down); loss of postural control; more time spent laying on their back; greater mean number of bouts of behaviour and longer bouts,"Williamson, S. M., S. J. Willis, and G. A. Wright. ""Exposure to Neonicotinoids Influences the Motor Function of Adult Worker Honeybees."" Ecotoxicology 23, no. 8 (Oct 2014): 1409-18.",2014, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.0002,μg/bee,0.0002,<0.001,0.011736311,<0.1,Contact,Acute,48,1,,,,,Apis,Apis mellifera,Apis mellifera scutellata,Physiological,Thermoregulation,Alteration of thorax temperature. The varaition depends on the environment temperature and the dose (see notes),"Tosi, S., F. J. Demares, S. W. Nicolson, P. Medrzycki, C. W. Pirk, and H. Human. ""Effects of a Neonicotinoid Pesticide on Thermoregulation of African Honey Bees (Apis Mellifera Scutellata)."" J Insect Physiol 93-94 (Oct - Nov 2016): 56-63.",2016, 
Thiamethoxam,153719-23-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.00561694,PPDB|OpenFoodTox,0.01704113,PPDB| OpenFoodTox,0.0428,ng/L,0.000428,<0.001,0.076198072,<0.1,Oral,Chronic,,24,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Alteration of the Malpighian tubules - damage of the midgut,"Catae, A. F., T. C. Roat, R. A. De Oliveira, R. C. Nocelli, and O. Malaspina. ""Cytotoxic Effects of Thiamethoxam in the Midgut and Malpighian Tubules of Africanized Apis Mellifera (Hymenoptera: Apidae)."" Microsc Res Tech 77, no. 4 (Apr 2014): 274-81.",2014, 
